clean_data,label
"áo rất đẹp , tuy_nhiên lần này shop gửi nhầm 2 sp giống nhau cho mk , hàng_k có , giá 2 c áo lại khác nhau",POS
chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh,POS
"# nlt không biết mua bao_nhiêu chiêc áo ở shop nữa rồi , cũng khoảng > 30 chiếc rồi cũng_nên ( cả áo nhóm ) :))",POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS
áo hơi lỗi 1 chút vì giá rẻ nên bị mỏng mặc_lộ hết bên trọng nhưng do rẻ nên không đòi_hỏi gì nhiều . thanks shop,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt_shop phục_vụ rất tốt thời_gian giao hàng rất nhanh rất đáng tiền,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt,POS
"giấy đẹp , mịn , đóng_gói tốt , nhưng 1 bịch giấy bị bẩn ( chắc bị bẩn từ trước khi đóng_gói )",POS
"vải váy tạm đc , chất nylon nhiều , phù_hợp giá tiền . váy rộng so với bthg nên trừ_hao bớt",POS
chị chủ dễ_thương lắm ạ . lại còn đc tặng quà nữa chứ . e dùng shoppee lâu lắm rồi mà hôm_nay mới muốn bấm theo_dõi shop đầu_tiên . 5 sao ạ ❤_️ ❤_️ chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS
"hàng hơi to và nặng , mới xài thử vài ngày thấy ok , sạc vào pin lẫn vào máy đều khá nhanh",POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh . tôi hoàn_toàn hài_lòng về shop,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh.cam on shop,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh lần nào mua hàng cũng đc tặng quà,POS
"chất_lượng sp_đc nhưng thái_độ pvụ của shop chán quá , hỏi 1 đằng trl 1 nẻo , hỏi nhiều ý thì trả_lời có nửa , nhắn_hỏi dài nthe mà trl có 1 dòng cụt lủn sai trọng_tâm , nhắn bày_tỏ t / độ vậy rồi mà chả xl 1 câu",POS
"chất_lượng sản_phẩm kém , may sát_mí quá , giờ chật_sửa lại cũng khó nữa , vải thường , freesize dưới 52 kg nhưng nên suy_nghĩ kỹ vì chật_ko còn vải để nới ra đượ , eo_ko may_chun nên chật là khỏi sửa luôn",NEG
đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh . thanks shop,POS
"chất_lượng sp rất tuyệt , chất vải mềm mịn , co_dãn nhiều , ck t 68 kg mặc size_l vừa hin luôn 👍",POS
"đường may xấu , vải_nhăn và cứng , giá này thì mình cũng chấp_nhận , nhưng form áo không giống loại hàng mẫu mặc tròn hình_shop đăng",NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền . cam_ơn shop nhiều nhe,POS
mày giống_hình nhưng tay hơi xấu . cổ mặc bị quá sát_đằng trước còn rộng sau gáy nhiều . dù cố_chỉnh cái váy về đằng trước thì chỉ cử_động vài cái là lại về như cũ . đằng sau_dáng váy xấu,NEG
chất_lượng sản_phẩm tạm được vải không đẹp như trong hình áo_hơi ngắn nhắn_tin với shop đến hơn 5 ngày rồi shop vẫn chưa rep,NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt thời_gian giao hàng rất nhanh thời_gian giao hàng rất nhanh rất đáng tiền,POS
"lúc đầu thích màu cam nhưng phân_loại báo hết nên mình đặt xanh , ko_ngờ khi nhận hàng lại nhận đc_bộ màu cam , cảm_thấy thích lắm , áo_thun mát_lạnh quần thô_siêu nhẹ đáng 5 *",POS
"chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt , rất nhiệt_tình đổi trả khi khách chưa hài_lòng",POS
giao hàng hơi chậm hơn 1 tuần mới có hàng tuy_nhiên đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền shop phục_vụ rất tốt,POS
vải rất ok chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt_shop phục_vụ rất tốt rất đáng tiền rất đáng tiền,POS
"hàng giao_k có móc hình_gấu , chất da_ok , đường may đẹp , khóa hơi dít_chút . chất_lượng tốt so vs giá_thành",POS
"làm_ăn thiếu trách_nhiệm , giao thiêud hàng , sai màu , đã yêu_cầu đổi màu + giao hàng thiếu , có thưa gửi đàng_hoàng mà shop_rep lại như con kẹc , đến giờ t_đếch phải tôn_trọng mấy đứa như m , làm_ăn bố_láo , t_thí luôn cho m đấy . 😏 😏_😏 😏",NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh.sp y_hình,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn khi lấy hàng nên giặt 1 lần trước khi mặc vải sẽ mềm đẹp hơn,POS
"chất vải đường may_ok nhưng shop chưa tận_tâm , mình nhờ shop_ktra kĩ_trc khi gửi n vẫn để lỗi vải bị luyn k giặt đc",NEG
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh thời_gian giao hàng rất nhanh rất đáng tiền rất đáng tiền shop phục_vụ rất tốt,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh . thuốc công_dụng hay,POS
bên shop khi giao hàng cho khách thì nên kiểm_tra dùm chứ ko bn tiền mà phải làm tùm_lum để trả hàng thì quá phức_tạp,NEG
"vải quá xấu , form và cắt không đẹp như hình : ( mặc vào như cái ống tre ✖ ️",NEG
"thấy thất_vọng về sp , dáng áo nhìn như ctrai , chất vải xấu , ncl so với giá tiền thì tệ",NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS
"phun hơi lỏng , độ che_phủ không cao nhưng không có lộ vân kem , vân da , có làm sáng và mướt da nhẹ , da bóng mượt",POS
mua để tặng nên k mở ra . kbiet chất_lượng thế_nào :))_may hộp k bị méo_mó đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt,POS
"hàng đẹp_xinh , mình m63 nặng 50 kg mặc hơi chật , đc tặng thêm gói bột hoa_hồng k biết để đắp mặt hay bột gì",POS
bộ đẹp . dày_dặn . chưa mặc thử đc vì đang bầu to nhưng m thấy chất_lượng tốt so với giá tiền,POS
"chất_lượng sản_phẩm kém không đáng tiền , áo vải xau , ma shop ghi , là vải voan , áo ko giống trong hinh",NEG
"chất_lượng sản_phẩm tuyệt_vời , , thời_gian giao hàng tuy hơi nâu nhưng ko quan_trọng , quan_trọng là chất_lượng của sp . cảm_thấy rất hài_lòng 👍_👍 👍",POS
"áo đúng cưng 😍_y trang_hình , đường may chắc_chắn chỉ có cái nút áo có 2 , 3_cọng chỉ . nhưng không sao 34 k vậy là đẹp rùi thời_gian giao hàng rất nhanh 😀",POS
theo kinh_nghiệm của mình thì túi_thơm để lẫn với quần_áo và trong tủ kín sẽ giữ được mùi thơm lâu hơn,POS
"tuy_nhiên áo_may khá sơ_sài , phần cuối áo_k đc_may , đặt sz l giao sz xl , to nên phải mất_công đi sửa",NEG
đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS
"sp mềm quá , lại mỏng chuẩn tờ giấy nên chỉ dán tường cho con đc ôn đi , ôn lại thôi",NEG
shop phục_vụ rất tốt chất_lượng sản_phẩm tuyệt_vời rất đáng tiền đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh,POS
"áo đẹp , chất áo hơi cứng nhưng cũng đẹp , mỗi tội dễ bị nhăn mà bị nhăn thì khó mà hết nhăn được",NEG
"đang đeo và cảm_thấy khá hài_lòng , minh_hien da tháo thanh_nối và cài đến nấc thứ 2 , chủ_shop tư_vấn nhiệt_tình các bạn nên muap",POS
áo to lắm ai nghen cn trai m7 mặc vs vừa sz m huhu về đem sửa mệt muốn chết quần còn có túi_dằng sau nữa chứ nhưng_mà vải đẹp ns chung kh mỏng đâu nheg sơ_mi sờ_cực đã cả quần nữa,NEG
"mình cao 1 m60 nặng 50 kg , có_điều đùi vs bắp_chân hơi to nên lấy xl , khi mặc nhìn rất đẹp lên form_chuẩn đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền",POS
"shop nhiệt_tình dễ_thương , quần_đẹp vừa vặn , mua dịp săn deal sale còn đc tặng thêm quà nhỏ_nhỏ xinh_xinh : x",POS
"áo giống_hình , vái áo bên ngoài đẹp , mịn , sờ êm_tay , màu đen_tuyền , lì_nhám , ko bóng ; vải bên trong là vải dù thông_thường",POS
"nhìn như rẻ_lau cái trắng thì form bé xíu , 2 cái còn lại thì mn thấy r đó như 1 mớ rẻ_lay chất_lượng sản_phẩm rất kém chất_lượng sản_phẩm rất kém đóng_gói sản_phẩm rất kém",NEG
"chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh , chất vải mịn đẹp , shop phục_vụ khỏi chê luôn , rất tận_tâm",POS
"chất_lượng sản_phẩm tuyệt_vời , tuy_nhiên nội_dung có khác so với truyện gốc nên khi kể chuyện gây mâu_thuẫn vì bé đã dc nghe truyện gốc",POS
"sản_phẩm quá tệ , shop bán hàng ko có lương_tâm nghề_nghiệp , hàng như này vẫn già mồm bảo y_hình 😂 ai mua bị như mình thì cứ đổi trả qua shopee nhé",NEG
chất_lượng sản_phẩm tốt nhưng mình cho 4 * vì nước xả mà đóng_gói chung với bột trẻ_em mà không có bao_bọc ngăn_cách bên ngoài gì hết .,POS
đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt thời_gian giao hàng rất nhanh chất_lượng sản_phẩm tuyệt_vời rất đáng tiền,POS
"đầm đẹp , chất mát mặc thích lắm lun , chủ shop nhiệt_tinh , dễ_mến , lần sau sẽ ủng_hộ shop nữa",POS
"áo đẹp y_hình vải dày_dặt rất đáng túi_tiền thời_gian giao cũng không lâu lắm , chất_lượng tuyệt_vời đáng để chờ_đợi sẽ tiếp_tục mua hàng ủng_hộ shop",POS
tai nghe hơi nhỏ ( hình_thức chứ kg phải âm_thanh ) mọi người suy_nghĩ kỹ trước khi mua . âm_thanh tốt cực êm_tai,NEG
"chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền , shop phục_vụ rất tốt , sẽ tiếp_tục ủng_hộ shop",POS
hang mong qua bao 60 kg do lai_mac vua may_minh 54 kg mac con_hoi chat thé ms 55 kg mac sao vua,NEG
"chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền , vẽ cực êm_siêu đẹp may cực mỏg và bền",POS
quần_xinh lắm luôn đó shop 😍_trời ơi mang siêu thoải_mái luôn í_❤ ưng cái quần này cực ❤_❤ ❤_🔰 lần sau có dịp sẽ ủng_hộ shop nữa 😘,POS
"vãi đẹp , dáng váy đẹp chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền thời_gian giao hàng rất nhanh",POS
"áo y_hình , nhưng chất_liệu vải thì hơi thất_vọng , nhìn hình cứ nghĩ vải_voan , nhưng là vải lưới nên mất giá_trị của cái áo",NEG
chị chủ shop rất dễ_thương nhiệt_tình áo thì khỏi chê chỗ nào luôn quá ưng luôn ý giao hàng hôm trước hôm sau đã nhận được luôn rùi,POS
"giày đẹp shop ơiiii , nhưng có 1 chút lỗi nhỏ vì đế giày hơi nhăn_cộng thêm có chỗ bẩn tẹo_teo , nhưng ks ạ , shop rất tận_tình và ship hàng rất nhanh , cảm_ơn shop",POS
chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt có điểm trừ là hàng rất bụi và dây nguồn và vga rất cũ mong shop rút kinh_nghiệm,NEG
shop phục_vụ rất tốt thời_gian giao hàng rất nhanh đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời nhưng phí ship hơi đắc_nha shop,POS
đầu_tiên mình muốn nói chất_lượng rất tuyệt_chỉ đóng_góp 1 xíu í kiến_hoi là ngày đuôi giày hong có 3 sọc như bản của adidas và đế lại là chữ beest hơi buồn nhưng đối_với đôi giày sp như_vậy là ổn nếu kh_ngại 2 lí_do trên các bạn thoải_mái mua hàng nha 5 * cho chị chủ và 4 * cho sản_phẩm đúng size nh,POS
"chất_lượng sản_phẩm tuyệt_vời , áo rất đẹp , m 42 kg cao 1 m55 mặc vừa y , rất đáng tiền",POS
đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh rất đáng tiền,POS
hàng đẹp mua 4 cái ưng hết . mọi người yên_tâm . nhưng phom thì hơi nhỏ . ai to người thì nt để tu_vấn nha,POS
"nhưng ko nên gập lưng túi làm nó bị gãy rất mất_dáng , cũng ko cho hộp giấy hãy bọc nylon",NEG
"mua voucher_quang cao_la 197 k giam con 99 k ma thuc te shopee van thu tien nguoi mua la 197 k , chat luong the_company pizza_hoi nao ko can_ban cai_nhung : hoa don tinh_tien tai_nha hang the hien phan_an_co 99 k_thoi , trong khi shoppee thu cua khach là 197 k , yeu_cau shopee_tra loi cho hop ly_ti di",NEG
"mọi thứ mình đều ưng_ý , từ cách nói_chuyện dễ_thương của chị leo , cách gói hàng chỉnh_chu và cả món hàng nhận được 😄 quần_legging không mỏng , vải cũng không nóng đâu , lên form đẹp lắm ! !",POS
"bộ mặc ko quá rộng , chất_nỉ mỏng hơn mình tưởng nhưng mặc khá ấm , tag uni áo còn khâu ngược",NEG
đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh chất_lượng sản_phẩm tuyệt_vời,POS
shop phục_vụ rất tốt nên mua đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền shop phục_vụ rất tốt chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh,POS
"áo chất_liệu đẹp và from đẹp lắm shop ơi , mà shop bán giá cực yêu nữa , tặng shop 10 nhé , chúc_shop bán đắt hàng , lần sau sẽ ủng_hộ shop nữa ạ 😊 😊",POS
"nên dùng nếu chỉ để nghe nhạc , không nên dùng nếu chỉ chơi games hoặc xem phim , bởi_vì tốc_độ truyền âm_thanh hơi chậm",NEG
họa_tiết hơi nhòe chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền shop phục_vụ rất tốt thời_gian giao hàng rất nhanh,POS
quần quá xấu_chất thì quá xấu luôn ko_bgio mua tiếp của shop này nữa chất_lượng sản_phẩm rất kém rất không đáng tiền,NEG
"hàng lởm như hàng giả_chất diệt gián bên trong vừa cầm vào đã vỡ hết ra . nói_chung là ko có lần thứ 2 mua hàng của shop này , chất_lượng sản_phẩm rất kém",NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền rất đáng tiền rất đáng tiền thời_gian giao hàng rất nhanh . chị bán hàng tư_vấn rất nhiệt_tình 😍 😍,POS
"đặt hai áo đen va_rêu 2 chất khác hẳn nhau và áo_rêu rộng mặc vừa , áo rêu còn tạn_dc , chứ áo màu đen quá tệ cổ bé dáng áo bé chất ko đẹp bằng áo_rêu và chỉ người 40 kg mới mặc vừa",NEG
"áo đẹp , mát rẻ , cho 10 sao luôn , giống_hệt áo đồng_phục cty tớ nên đã giới_thiệu 1 cơ_số người mua thêm",POS
"không biết do mình chịu loại này hay sao , môi mình vốn rất khô mà gặp em này mượt_môi vô_cùng",POS
hôm nọ vừa đặt màu be xong về xinh quá đặt thêm hai cái màu rêu vừa cho mình vừa cho bạn 😂_😂 😂,POS
"chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất vải mịn , cạn_ngôn để khen",POS
"shop phục_vụ khá tốt nhưng thời_gian giao hàng chậm quá , khá nhiệt_tình khi áo mình đặt hết hàng shop có gọi báo cho mình để hỏi_ý mình có muốn đổi k , về áo thì có 1 cái bị dính 1 vệt màu hơi kém xinh_tý , nói_chung tạm ổn",POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh thời_gian giao hàng rất nhanh rất đáng tiền shop phục_vụ rất tốt,POS
"đóng_gói sản_phẩm tạm được , chất_lượng không tương_xứng giá tiền vải quần_mỏng và dễ xướt , đường may xấu không thẳng",NEG
"shop gói gém lúc nao cũng long_lanh , nhin sản_phẩm tem_mác chuyên_nghiệp ghê , màu lóng_lánh nhẹ_nhàng , tkss shopppp ạ",POS
"chất_lượng sản_phẩm tuyệt_vời , đã từng mua hàng và rất thích các sp của shop , mình sẽ ủng_hộ shop lâu_dài",POS
"hết hàng ko báo trc tự_ý thay_thế sp , mình cố_ý đặt đồ 70 kg cho mặc rộng_rãi mà shop lại giao bộ_đồ 60 kg thì mà kiểu gì , nhưng mình có 46 kg đã mặc vừa_xít và hơi chật_nách",NEG
e viết thử r mực ra đều đẹp lắm ạ_shop đã gửi link cho e và e_nhận đc nên đánh_giá dùm shop liền nè,POS
"shop ko lay_giong màu theo yeu_cau chat luong sp mỏng ko giong_mo ta , lien he voi shop doi hang thi_shop ko_tra loi.that_vọng",NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh_😊 😊_😊 😊_e mua tới chai thứ 10 oy .. xai ok lm ạ ... rẻ dễ sử_dụng .,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn . túi đẹp_mềm nhưng mình nghĩ quai_cứng hơn chút thì đẹp hơn,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS
"áo này xinh lắm luôn nè , chúc_shop buôn_may bán đắt , nhớ để_ý rep tin nhắn khách là đc nhé , mình chụp review cho bạn nào còn lăn tăn nhé",POS
áo lần này đểu k phải trắng mà ngả vàng . nều khách nào đặt 2 lần thì lần sau chạy mất_dép . làm_ăn có tâm 1 tý,NEG
"dep kg chô_chê co_giãn mäc rât_thoại mái tôn_dáng rât dęp , chį em nào muôn mua ma con ngoai cu yên_tâm nhé nêu có 10 sao_la cho luon",POS
"áo đẹp , ưng bụng , cơ mà chọn size theo số kí mà vẫn thấy hơi chật_tý , thích rộng hơn , ủng_hộ shop nên đặt tiếp don nua",POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt thời_gian giao hàng rất nhanh ngoài_ra còn tặng mặt_nạ nữa,POS
"áo đẹp , vải đẹp , mà vải bị dính dơ_nhìu quá , sót chỉ nữa , chổ gài nút k may lun",POS
"gà như kiểu làm từ bột ra như trên báo nói , trắng_trợt , bột bột , ẩm , đóng_gói kiểu gì toàn_kiến là kiến , 1 hộp móp méo",NEG
"mình mua của shop này rất nhiều lần , vì mình cũng bán online nên lấy đồ shop , 50 % sp tốt 20 % tạm đc còn 30 % không_thể chấp_nhận đc , vải áo_hàn , áo_thun , áo_nhật , hoodie vải dày tốt , nhưng_mà áo_khoác kaki , áo style cổ_hàn ... bị dính bẩn rất nghiêm_trọng luôn giặt không ra đc , lại còn dính mhiều nữa chớ",NEG
à quên .._son như kiểu bị mở ra rồi ý ạ .. nắp son_dính son .. hic .. nhưng e dùng nên ksao ạ,POS
"thời_gian giao hàng rất nhanh rất đáng tiền shop phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn , sp y_hình",POS
đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh rất đáng tiền thời_gian giao hàng rất nhanh,POS
"nhận quần , so_sánh với giá mình mua được lúc đang sale , thấy mãn_nguyện gì đâu rất đáng tiền rất đáng tiền thời_gian giao hàng rất nhanh thời_gian giao hàng rất nhanh_shop phục_vụ rất tốt_shop phục_vụ rất tốt",POS
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt_shop phục_vụ rất tốt rất đáng tiền đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS
"mình thích cái card thank_you của shop , chứng_tỏ sự quý_trọng khách_hàng , từ đó mình tin_tưởng chất_lượng hàng của shop",POS
"cac loai vai diu_xau , dug_la mua do tren mag 10 c thi het 8 c lầm_r.te lam_nha shop.mih 42 k dua ao wan_toan 50-53 ki_hoi s vua đây",NEG
chất_lượng sản_phẩm tuyệt_vời box hơi nát_xíu thôi nhưng chất_lượng giày cũng ổn nói_chung là tiền nào của đấy . ❤ ❤,POS
"chất_lượng sản_phẩm tuyệt_vời , đóng_gói sản_phẩm rất đẹp và chắc_chắn , shop phục_vụ rất tốt , rất đáng tiền , thời_gian giao hàng rất nhanh",POS
mau không giống miêu_tả xấu đây là màu hồng chứ k phải đỏ_cam muốn trả lại mà chót thử màu rồi 😐_😐 😐,NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh thời_gian giao hàng rất nhanh rất đáng tiền,POS
áo j mak to hơn em là sao ak áo này lỗi hay sao ý áo này cho người_lớn mặc mak nhưng thôi có bts là dc chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tuyệt_vời,NEG
"vãi xấu chưa từng thấy , đừng thấy hình vậy_mà mua , lầm100 % luôn , thông_tin về sản_phẩm là kg đúng sự_thật , thấy vãi thật đảm_bảo cười_ra_nước_mắt ....",NEG
"lần đầu_tiên mình mua áo vest online , lúc nhận cũng không mấy kỳ_vọng nhưng không ngờ form áo quá đẹp",POS
thời_gian giao hàng rất nhanh nhưng em đặt size_m mà shop lại giao_size l nên hơi bị rộng_ý = ( ( ( ( nhưng chất_lượng rất tốt nên em sẽ tiếp_tục ủng_hộ nha hihi <3,POS
đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt thời_gian giao hàng rất nhanh trong tầm giá này thì ok,POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS
đóng_gói sản_phẩm rất đẹp và chắc_chắn đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh chất_lượng ổn shop nha,POS
áo 2 dây vải hơi mỏng nhưng chất vải đẹp và với số tiền này thì với chất_liệu này là quá ok luôn,POS
"chất vải hơi thất_vọng lộ rõ đường cắt áo , mk cho 3 * mà chủ shop nt xin 5 * nên cho vậy",POS
"áo in nét căng , vải mềm đẹp , dáng lên rất vừa vặn :))_tóm_lại là rất hịn ạ , làm áo lớp hay áo nhóm khỏi suy_nghĩ",POS
"đóng_gói rất chắc_chắn , sản_phẩm ok , chỉ là túi treo em đặt gỗ đàn hương mà giao mùi chanh cho em thôi",NEG
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,POS
"vải k phải da cá nên khá mát nhưng hơi mỏng , so với giá tiền thì như_thế là quá ổn ❤",POS
"giao hàng thì từ t7 tuần trước đến t6 tuần này mới nhận , quy_định đổi trả 3 ngày mà_còn mỗi sáng t7 chờ shop gửi địa_chỉ cụ_thể để ra bưu_điện gửi trả mà shop phản_hồi cực chậm lại ko đưa địa_chỉ cụ_thể",NEG
"chất_lượng sản_phẩm tạm được , ống_quần ko bằng nhau , chênh_lệch xấp_xỉ gần 2 cm , hàng chữ ko giống với hình",POS
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh_và chị nhắn cũng đáng yêu nữa cơ_^ ^_áo rất đẹp y_hình lun_nha rất rất thích lun nì ❤ ️_❤ ️,POS
"thời_gian giao hàng rất nhanh , giày đẹp , hàng sf mà giá ntn thì cx_đc , đáng đồng_tiền bỏ ra",POS
"đặt 1 quần đen , 1 quần_đen kẻ sọc_trắng mà_lại gửi cho mình 1 quần đen , 1 quần_xám cùng loại , k hài_lòng chút nào , đáng nhẽ tính tiền phải rẻ hơn nhưg giá vẫn vậy",POS
